Name,Duration,Genre,Rating
"Dil Toh Deewana Hai",125,Drama,6.5
"Dil Vil Pyar Vyar",140,Drama,5.3
"Dil... Akhir Dil Hai",206,Drama,5.5
"Dilbar",128,Drama,3.8
"Dildaar",175,Action,4.5
"Diljalaa",150,Action,5.1
"Diljale",169,Action,5.8
"Dillagi",178,Drama,5.3
"Dilwaala",170,Action,3.7
"Dilwale",168,Action,5.1
"Dilwale Dulhania Le Jayenge",171,Drama,8.1
"Direct Ishq",140,Action,4
"Dirty Politics",120,Drama,2.5
"Disco Dancer",125,Drama,6.4
"Dishkiyaoon",129,Action,5.2
"Dishoom",134,Action,5.1
"Divya Shakti",190,Action,3.8
"Do Anjaane",145,Drama,6.9
"Do Bhai",160,Action,6.2
"Do Bigha Zamin",121,Drama,8.4
"Do Boond Pani",151,Action,6.3
"Do Chehre",130,Action,5.3
"Do Dishayen",139,Drama,6
"Do Kaliyaan",150,Drama,6.5
"Do Lafzon Ki Kahani",138,Action,6.5
"Do Musafir",137,Drama,7.1
"Do Numbri",149,Action,3.8
"Do Phool",151,Drama,6
"Do Phool",150,Action,6.7
"Do Premee",145,Action,5.7
"Do Qaidi",168,Action,4.4
"Do Raha",120,Drama,6.3
"Do Sholay",155,Action,3.3
"Do Waqt Ki Roti",120,Action,6.4
"Doctor",134,Drama,6.5
"Dombivli Return",119,Drama,4.9
"Don",181,Action,7.2
"Don",176,Action,7.8
"Don 2",158,Action,7.1
"Doodh Ka Karz",178,Action,4.6
"Door Bell",89,Drama,4
"Doosara Aadmi",127,Drama,7
"Doosri Dulhan",143,Drama,6.9
"Dor",137,Drama,7.9
"Dost",154,Drama,7
"Dost",172,Action,5.2
"Dosti",153,Drama,8.4
"Dosti Dushmani",162,Action,5.7
"Dosti Ke Side Effects",120,Drama,3.3
"Dosti: Friends Forever",126,Drama,5.5
"Draupadi",114,Drama,5.3
"Dreams... Do Come True",100,Drama,6.2
"Dreamz: The Movie",110,Drama,5.2
"Droh Kaal",152,Drama,7.6
"Drohi",140,Action,5.9
"Dulaara",150,Drama,5.2
"Dulhan Chahi Pakistan Se",169,Action,5.1
"Dum",176,Action,5.6
"Dum Maaro Dum",138,Action,6.2
"Duniya",179,Action,7
"Duniya Meri Jeb Mein",149,Action,7
"Dunno Y 2... Life Is a Moment",85,Drama,6.3
"Dunno Y Na Jaane Kyun...",127,Drama,3.7
"Duplicate",174,Action,5.6
"Durga",106,Drama,4.6
"Dus Numbri",165,Action,5.6
"Dushman",156,Action,5.4
"Dushman",128,Drama,7.1
"Dushman Duniya Ka",143,Drama,4
"Dushman Zamana",139,Action,5
"Dushmani: A Violent Love Story",166,Action,4.9
"Duvidha",72,Drama,7
"Earth",100,Drama,7.7
"Eena Meena Deeka",143,Action,4.7
"Ehsaas: The Feeling",106,Drama,5.6
"Ek Ajnabee",152,Action,5.2
"Ek Alag Mausam",110,Drama,6.7
"Ek Aur Ek Gyarah",163,Action,6.3
"Ek Aur Sikander",149,Action,6.6
"Ek Baar Kaho",132,Drama,7
"Ek Battey Do",90,Drama,8.5
"Ek Bechara",119,Action,4.7
"Ek Chadar Maili Si",123,Drama,7.1
"Ek Chhotisi Love Story",112,Drama,2.9
"Ek Chitthi Pyar Bhari",129,Drama,6.6
"Ek Daku Saher Mein",143,Action,3.8
"Ek Din Achanak",95,Drama,7.1
"Ek Duuje Ke Liye",157,Drama,7.5
"Ek Gaon Ki Kahani",127,Drama,6.4
"Ek Ghar",90,Drama,7.2
"Ek Haseena Thi Ek Deewana Tha",95,Drama,2.5
"Ek Hi Bhool",134,Drama,5.8
"Ek Hi Raasta",140,Action,3.4
"Ek Kali Muskai",110,Drama,6.3
"Ek Krantiveer: Vasudev Balwant Phadke",136,Action,6.5
"Ek Nanhi Munni Ladki Thi",126,Drama,6.1
"Ek Number Ka Chor",190,Action,4
"Ek Paheli",121,Drama,6.8
"Ek Pal",125,Drama,6.9
"Ek Phool Do Mali",140,Drama,6.6
"Ek Raat",165,Action,5.8
"Ek Se Badhkar Ek",168,Action,7
"Ek Se Bure Do",190,Action,4.3
"Ek Shriman Ek Shrimati",130,Drama,6.6
"Ek Sthree",105,Drama,5.7
"Ek tha Bhujang",63,Drama,6.9
"Ek Tha Hero",110,Drama,4
"Ek Tha Tiger",142,Action,5.5
"Ek Thi Larki",154,Drama,6.9
"Ek Tho Chance",110,Drama,4.4
"Ek Vivaah... Aisa Bhi",122,Drama,5.2
"Ek: The Power of One",150,Action,4.7
"Ek-Hi-Rasta",141,Drama,6.9
"Ekk Deewana Tha",126,Drama,5.9
"Ekkees Tareekh Shubh Muhurat",87,Drama,5.7
"Ekram",84,Drama,5.8
"Elaan",156,Action,5.3
"Elaan",169,Action,4.4
"Elan",123,Drama,6.2
"Enakkul Oruvan",159,Action,6.5
"Encounter Dayanayak",155,Action,5.7
"Evadithe Nakenti",180,Action,6.2
"Evening Shadows",92,Drama,7.1
"Everybody Says I'm Fine!",93,Drama,5.9
"Faasle",136,Drama,4.5
"Facebook Wala Pyar",104,Drama,5.3
"Fakira",149,Action,6.5
"Falsafa",145,Action,7.1
"Family of Thakurganj",137,Action,8.4
"Family: Ties of Blood",160,Action,5.6
"Famous Pandey",94,Drama,4.9
"Fan",152,Action,7
"Faraar",146,Action,6.9
"Faraib",141,Action,4.5
"Fareb",157,Action,4.7
"Fareb",119,Drama,4.1
"Farishta Ya Qatil",136,Action,5.1
"Farz",180,Action,6.2
"Farz Ki Jung",129,Drama,4.3
"Fashion",138,Drama,8
"Fashion",157,Drama,6.9
"Fast Forward",67,Action,5.6
"Fastey Fasaatey",109,Drama,4.6
"Fate",58,Drama,6.2
"Fate",103,Drama,6.6
"Fauji Calling",124,Drama,5.4
"Faulad",155,Action,6.2
"Fida",132,Action,5.5
"Fiffty Fiffty",146,Action,6.1
"Fight Club: Members Only",150,Action,3.3
"Filhaal...",141,Drama,5.5
"Film Star",135,Drama,5.1
"Firaaq",91,Drama,7.4
"Fire",94,Drama,7.2
"Fire in the Mountains",74,Drama,6.8
"Fireflies",90,Drama,6.2
"First Rank",160,Action,5.3
"Fitoor",121,Drama,5.4
"Fiza",180,Action,6.1
"Flight",126,Action,8.3
"Flying Colors",74,Drama,6
"Flying Lessons",96,Drama,6.3
"Fool N Final",154,Action,3.4
"Footpath",174,Action,5.3
"Force",147,Action,6.5
"Force 2",137,Action,6.2
"Fredrick",139,Action,4.9
"Friendship",162,Action,6.6
"Fugly",124,Drama,4.7
"Full Moon",159,Drama,7.2
"G Kutta Se",94,Drama,8.3
"Gaai Aur Gori",138,Drama,6
"Gabbar is Back",138,Action,7.1
"Gabbar Singh",121,Action,4.8
"Gadar: Ek Prem Katha",180,Action,7.2
"Gaddaar",162,Action,4.6
"Gafla",117,Drama,7.2
"Gair",158,Action,3.7
"Gair Kaanooni",162,Action,5.3
"Gaja Gamini",112,Drama,5
"Gajendra",155,Action,3.5
"Gaman",109,Drama,7.1
"Gambeeram",175,Action,4.5
"Gambler",179,Action,5
"Game",141,Action,5.1
"Game",145,Action,5.2
"Game Paisa Ladki",97,Drama,5.8
"Gandhi to Hitler",98,Drama,2.5
"Gandhiji My Mentor",87,Drama,7.6
"Gang of Littles",102,Drama,5.2
"Ganga",112,Action,4.7
"Gangoobai",100,Drama,7.3
"Gangvaa",136,Action,5.3
"Gaon",114,Drama,5.3
"Garam",92,Drama,4.5
"Garam Coat",119,Drama,7.3
"Garbage",95,Drama,3.4
"Gardish",163,Action,7.4
"Garm Hava",136,Drama,8.1
"Gattu",80,Drama,7.3
"Gauri: The Unborn",88,Drama,3.5
"Gautam Govinda",141,Action,6
"Gautam Govinda",129,Action,2.7
"Gayab",128,Drama,4.2
"Geet",141,Drama,5.9
"Geetanjali",140,Drama,6
"Gehrayee",125,Drama,6.8
"Gehri Chaal",157,Action,5.4
"Genesis",95,Drama,6.7
"Genius",175,Action,5.3
"Geraftaar",177,Action,6.1
"Ghajini",196,Action,7.3
"Ghar Bazar",140,Action,4.4
"Ghar Dwaar",143,Drama,7.1
"Ghar Ghar Ki Kahani",110,Drama,7.6
"Ghar Grihasti",132,Drama,4
"Ghar Ho To Aisa",145,Drama,6
"Ghar Ka Chiraag",148,Drama,5.9
"Ghar Ka Chirag",147,Drama,6.6
"Ghar Ka Sukh",84,Drama,6.6
"Ghar Ki Izzat",126,Drama,5.7
"Gharaonda",131,Drama,6.9
"Ghatak: Lethal",168,Action,7.4
"Ghayal",173,Action,7.6
"Ghayal Once Again",137,Action,6.3
"Ghazab",172,Action,6.8
"Ghulam",172,Action,7.3
"Ghulam Begam Badshah",113,Drama,6.2
"Ghulam Begum Badshah",114,Drama,6.6
"Ghulam-E-Musthafa",172,Action,6.6
"Ghulami",209,Action,7.2
"Giddh: The Vulture",93,Drama,6.8
"Girlfriend",116,Drama,3.2
"Godaan",100,Drama,7
"GOLD",141,Drama,7.3
"Golden Eyes Secret Agent 077",146,Action,6.3
"Golimar",170,Action,5.9
"Golmaal 3",165,Action,5.5
"Golmaal Again",150,Action,5
"Golmaal: Fun Unlimited",160,Action,7.4
"Gooli",148,Action,6.4
"Goonj",152,Action,5.8
"Gopi",153,Action,7
"Gopi Kishan",171,Action,5.5
"Gopinath",145,Drama,7.4
"Gora Aur Kala",138,Action,5
"Govindha Govindha",155,Action,6.7
"Grahasti",144,Drama,6.8
"Griha Pravesh",124,Drama,6.9
"Guddi",111,Drama,7.2
"Guddu",150,Drama,4.2
"Guide",110,Drama,8.4
"Guilty",109,Drama,5.4
"Gully Boy",144,Drama,8
"Gumnaam: The Mystery",117,Action,3.7
"Gumrah",159,Action,6.2
"Gunahon Ka Devta",144,Drama,5.8
"Gunahon Ka Devta",159,Action,5.1
"Gunahon Ka Faisla",179,Action,4.9
"Gunda",146,Action,6.7
"Gunda",139,Action,7.3
"Gundaraj",150,Action,4.2
"Gunday",162,Action,2.4
"Gunehgar",115,Drama,4.1
"Guns of Banaras",144,Action,6.8
"Gupt: The Hidden Truth",183,Action,7.3
"Guru",172,Action,5.6
"Guru",156,Drama,7.7
"Guru Suleman Chela Pahelwan",144,Action,6
"Gurudev",157,Action,4.9
"Guzaarish",116,Drama,7.5
"Gyara Hazar Ladkian",142,Drama,5.8
"Haal-e-Dil",114,Drama,3.4
"Haat - The Weekly Bazaar",92,Drama,5.7
"Haath Ki Safai",147,Action,6.3
"Haathi Mere Saathi",160,Drama,6.9
"Haathkadi",166,Action,4.2
"Haatim Tai",115,Drama,5.8
"Haggada Kone: End of the Rope",92,Drama,8.4
"Haider",170,Action,8.1
"Haisiyat",195,Action,4.9
"Half Girlfriend",125,Drama,4.4
"Halkaa",104,Drama,7.2
"Halo",82,Drama,7.9
"Hamara Dil Aapke Paas Hai",175,Action,5.6
"Hamari Adhuri Kahani",119,Drama,6.7
"Hameshaa",151,Action,5.3
"Hamid",98,Drama,7.8
"Hansa",78,Drama,7.7
"Hansa: Ek Sanyog",125,Drama,7.6
"Haqeeqat",194,Action,7.8
"Haque",111,Drama,4.4
"Haraamkhor",80,Drama,6.4
"Hare Kanch Ki Chooriyan",155,Drama,6.5
"Har� Rama Har� Krishna",139,Drama,7.2
"Hari-Bhari",124,Drama,5.7
"Haseena Maan Jayegi",175,Action,6.7
"Haseenon Ka Devata",141,Action,5.4
"Hasti",159,Action,4.7
"Hate Story",130,Drama,5.3
"Hate Story 2",120,Drama,4.4
"Hate Story 3",116,Drama,4.5
"Hatey Bazarey",123,Drama,7.9
"Hathyar",150,Action,6
"Hatya",161,Action,6.9
"Hatya: The Murder",141,Action,4.1
"Hatyara",146,Action,5.6
"Hava Aney Dey",83,Drama,6.2
"Hawa",119,Drama,3.3
"Hawaa Hawaai",110,Drama,7.4
"Hawas",113,Drama,2.7
"Hawayein",166,Drama,6.2
"Haye Mera Dil",160,Drama,6.5
"Hazaar Chaurasi Ki Maa",176,Drama,7.1
"Hazaaron Khwaishein Aisi",110,Drama,7.9
"Heartless",121,Drama,5.1
"Heera Lal Panna Lal",117,Drama,4
"Heeron Ka Chor",143,Action,3.4
"Helicopter Eela",125,Drama,5.6
"Hello",119,Drama,3.3
"Hello Brother",149,Action,4.7
"Henna",174,Drama,6.4
"Hera Pheri",174,Action,6.8
"Hera Pheri",166,Action,8.2
"Hero",183,Action,6.7
"Hero",155,Action,3.5
"Hero Hindustani",162,Action,4.8
"Hero Hiralal",156,Action,6.2
"Heroes",149,Action,5.5
"Heroine",139,Drama,5.1
"Heropanti",156,Action,5.3
"Hey Bro",123,Action,2.9
"Hide & Seek",95,Drama,4.2
"Hifazat",126,Drama,5.4
"Hijack",127,Action,3.7
"Himmat",162,Action,6.4
"Himmat Aur Mehanat",147,Action,5
"Himmatvar",159,Action,5.1
"Himmatwala",130,Action,4.3
"Hind Ka Napak Ko Jawab",140,Action,6.6
"Hindustan Ki Kasam",162,Action,6.2
"Hindustani Sipahi",138,Action,5.3
"Hiraasat",190,Action,5.4
"Hitler",148,Action,5.4
"Hoshiyar",157,Action,4.7
"Hostel",121,Action,5.2
"Hotel Mumbai",133,Action,7.6
"Houseful",117,Drama,6.4
"Housefull 3",150,Action,5
"Housefull 4",155,Action,3.5
"Hu Tu Tu",162,Drama,6.4
"Hum",194,Action,6.8
"Hum Aapke Dil Mein Rehte Hain",158,Drama,5.7
"Hum Chaar",133,Drama,5.7
"Hum Dono",154,Drama,7.5
"Hum Dono",164,Action,6.3
"Hum Ek Hain",111,Drama,7.1
"Hum Hain Bemisaal",155,Action,4.8
"Hum Hain Kamaal Ke",152,Action,5.5
"Hum Ho Gaye Aap Ke",158,Drama,4.2
"Hum Kisi Se Kum Nahin",171,Action,4.4
"Hum Log",134,Drama,6.5
"Hum Se Hai Zamana",129,Action,6
"Hum Se Na Takrana",155,Action,4.5
"Hum To Mohabbat Karega",163,Action,2.7
"Hum Tum Aur Mom: Mother Never Misguides",124,Drama,4.6
"Hum Tum Aur Woh",132,Drama,5.9
"Hum Tum Dushman Dushman",104,Drama,6.4
"Humayun",108,Drama,7.5
"Hume Tumse Pyaar Kitna",101,Action,4.9
"Humko Tumse Pyaar Hai",118,Drama,4.8
"Humne Jeena Seekh Liya",139,Drama,6.9
"Humraaz",183,Action,6.4
"I - Proud to be an Indian",139,Action,6.1
"I Am",85,Drama,6.8
"I Am Mr Mother",80,Drama,5.7
"I Am Not Blind",91,Drama,7.2
"I Am Roshni",70,Drama,5.4
"I Did Not Kill Gandhi",90,Drama,7.3
"I Was Born in Delhi",83,Drama,3.7
"I.D.",77,Drama,6.9
"Idam Jagath",136,Action,5.4
"III Smoking Barrels",117,Drama,6.5
"Ilzaam",154,Drama,6
"Ilzam",123,Drama,6.1
"Imaandaar",162,Action,5.4
"Immaan Dharam",166,Action,5.7
"Imtihaan",162,Action,5.3
"In the Name of Tai",133,Drama,5.9
"In the Shadows",107,Drama,7.1
"Indian",188,Action,5.4
"India's Daughter",130,Action,6.9
"India's Most Wanted",133,Action,4.5
"Indira",133,Drama,7
"Indrani",111,Drama,7.3
"Indu Sarkar",129,Drama,6
"Inkaar",115,Drama,6
"Inquilaab",162,Action,5.8
"Inquilab",134,Drama,7.4
"Insaaf",139,Action,5.7
"Insaaf Apne Lahoo Se",150,Action,4.7
"Insaaf Ki Awaaz",172,Action,4.8
"Insaaf: The Justice",146,Action,3.9
"Insaan",160,Action,5.4
"Insaan Jaag Utha",125,Drama,6.8
"Insaaniyat",123,Drama,6.5
"Insan",151,Action,4.6
"Insaniyat",190,Action,3
"Insaniyat",195,Action,7.4
"Insaniyat Ke Dushman",155,Action,4.6
"Inspector Dhanush",160,Action,6.2
"Inspector Gullu",134,Action,6.8
"Inteha Pyar Ki",149,Drama,3.8
"International Crook",148,Action,6.5
"International Khiladi",185,Action,4.8
"Intezar",106,Drama,5.8
"Iqbal",122,Drama,8.1
"Irada",99,Drama,6.3
"Ishaara",119,Drama,5.4
"Ishaqzaade",130,Action,6.5
"Ishk Ishk Ishk",121,Drama,7.3
"Ishq",171,Action,6.9
"Ishq Tera",112,Drama,5.5
"ISIS",102,Action,6.4
"ISIS: Enemies of Humanity",145,Action,7.5
"Iski Topi Uske Sarr",139,Action,4.4
"Island City",98,Drama,6.7
"Issaq",138,Drama,4.5
"Issi Ka Naam Dunia Hai",120,Drama,6.7
"Iti Mrinalini: An Unfinished Letter...",121,Drama,6.8
"Itihaas",128,Drama,5
"It's Entertainment",150,Action,4.5
"Izzat",125,Drama,7
"Izzat",166,Action,5.8
"J.D.",117,Drama,5.3
"Jaagruti",144,Action,4.2
"Jaal Saaz",146,Action,6.9
"Jaal: The Trap",152,Action,4.1
"Jaali Note",165,Action,7.3
"Jaan Hatheli Pe",170,Action,5.6
"Jaan Hazir Hai",130,Drama,5.9
"Jaan Ki Baazi",149,Action,4.7
"Jaan Lada Denge",147,Action,6.6
"Jaan Se Pyaara",190,Action,5.3
"Jaanam Samjha Karo",143,Drama,4.8
"Jaane Hoga Kya",165,Action,2.7
"Jaane Kyun De Yaaron",121,Drama,4.8
"Jaane-Anjaane",129,Drama,6.5
"Jaani Dost",163,Action,5.8
"Jaani Dushman",164,Action,6.1
"Jaani Dushman: Ek Anokhi Kahani",180,Action,2.8
"Jaanwar",182,Action,6
"Jaanwar Aur Insaan",165,Action,6.3
"Jab Tak Hai Jaan",166,Drama,6.7
"Jab Tum Kaho",84,Drama,5.6
"Jabariya Jodi",135,Action,4.4
"Jacqueline I Am Coming",102,Drama,8.1
"Jagga Jasoos",171,Action,6.5
"Jagir",145,Action,6.4
"Jagira",149,Action,5.1
"Jahan Jaaeyega Hamen Paaeyega",147,Action,3.9
"Jahan Pyar Miley",128,Drama,6.4
"Jai Ho",145,Action,5.1
"Jai Jagannath",117,Drama,7.9
"Jai Kishen",139,Action,5.1
"Jai Santoshi Maa",135,Drama,6.2
"Jai Veeru: Friends Forever",170,Action,3.6
"Jai Vikraanta",205,Action,5
"Jal",116,Drama,6.7
"Jalebi",102,Drama,6
"Jallaad",154,Action,5.7
"Jalpari: The Desert Mermaid",84,Drama,7.1
"Jalwa",144,Action,6.6
"Jamun",82,Drama,7.5
"Jan Pahchan",104,Drama,7.1
"Janam Kundli",167,Action,4
"Janani",114,Drama,4.4
"Janbaaz",185,Action,6.2
"Janmabhoomi",129,Drama,5.9
"Jappanil Kalyanaraman",148,Action,6
"Jashnn: The Music Within",115,Drama,3.9
"Jawab",144,Action,5.2
"Jawab",147,Drama,7.6
"Jawab Hum Denge",145,Action,5.6
"Jawani Ki Hawa",133,Drama,5
"Jawani Zindabad",153,Drama,5.6
"Jayantabhai Ki Luv Story",140,Action,5.3
"Jazbaa",129,Action,5.8
"Jazbaat",114,Drama,4.2
"Jeena Hai Toh Thok Daal",133,Action,5.5
"Jeena Isi Ka Naam Hai",163,Drama,5.4
"Jeena Yahan",83,Drama,6.7
"Jeene Ki Arzoo",122,Drama,5.9
"Jeene Ki Raah",142,Drama,6.9
"Jeene Nahi Doonga",143,Action,5.9
"Jeet Hamaari",159,Action,4.8
"Jeeva",133,Action,4.1
"Jeevan Daata",130,Action,3.8
"Jeevan Ek Sanghursh",149,Drama,4.9
"Jeevan Jyoti",126,Drama,6.3
"Jeevan Mrityu",130,Drama,7.1
"Jeevan Naya",130,Drama,7.3
"Jeevan Yudh",146,Action,5.1
"Jhalki",94,Drama,7.2
"Jheel Ke Us Paar",132,Drama,7.2
"Jhoola",167,Drama,6.3
"Jhoola",137,Drama,5.9
"Ji Chahta Hai",89,Drama,5.9
"Jia aur Jia",83,Drama,4.4
"Jiban Maran",134,Drama,5.2
"Jigariyaa",132,Drama,4.9
"Jigarwala",142,Action,2.5
"Jigri Dost",144,Drama,6.4
"Jigyaasa",137,Drama,3.4
"Jis Desh Men Ganga Behti Hai",157,Drama,7.4
"Jism",126,Drama,5.2
"Jism 2",120,Drama,3
"Jogan",106,Drama,7.4
"Jogi the King",182,Action,7.3
"Johar in Kashmir",132,Action,6.8
"Johar-Mehmood in Goa",155,Action,6.8
"John Day",148,Action,5.6
"Johnny",150,Action,7.5
"Johny I Love You",181,Action,4.9
"Josef - Born in Grace",90,Drama,9
"Josh",172,Action,6.2
"Joshila",127,Drama,6.2
"Journey Bombay to Goa: Laughter Unlimited",148,Action,4.6
"Joy: The Real Love Story",117,Drama,2.1
"Juaari",194,Action,3.1
"Judge Mujrim",147,Action,3.9
"Judwaa",148,Action,6.1
"Judwaa 2",155,Action,3.6
"Jugni",105,Drama,6.2
"Jugnu",159,Action,6.5
"Julie",134,Drama,4
"Julie 2",149,Drama,2.3
"June",83,Drama,9.4
"Jung",157,Action,4.2
"Jung Baaz",153,Action,5.6
"Jungle",156,Action,6.1
"Junoon",131,Drama,7.6
"Junoon",113,Drama,5.6
"Junooniyat",145,Drama,4.2
"Jurm",113,Action,5.6
"Jurmana",129,Drama,6.8
"Jurmana",144,Action,5.4
"Justice Chaudhury",146,Drama,5.6
"Jwalamukhi",145,Action,4.2
"Jwar Bhata",110,Drama,7.6
"Jwlwi - The Seed",80,Drama,8
"Jyoti",134,Drama,5.9
"Jyoti Bane Jwala",156,Drama,5
"Kaabil",149,Action,7.1
"Kaafiron Ki Namaaz",139,Drama,7.1
"Kaajal",158,Drama,6.2
"Kaala",172,Action,6.7
"Kaala Samrajya",129,Action,4.2
"Kaali Khuhi",80,Drama,3.4
"Kaali Ki Saugandh",100,Action,5
"Kaalia",167,Action,6.8
"Kaalo",89,Action,3.3
"Kaam Jwala: The Fire",63,Drama,2.7
"Kaamchor",125,Drama,6.6
"Kaanchi",141,Drama,4.2
"Kaanchli Life in a Slough",91,Drama,7.3
"Kaanoon Ki Awaaz",137,Action,3.8
"Kaante",160,Action,6.5
"Kaaranama",128,Drama,4.8
"Kab? Kyoon? Aur Kahan?",146,Action,6.8
"Kabaad- The Coin",122,Drama,6.6
"Kabali",163,Action,6.2
"Kabhi Alvida Naa Kehna",183,Drama,6.1
"Kabhi Khushi Kabhie Gham...",200,Drama,7.4
"Kabhi Na Kabhi",167,Action,4.3
"Kabhie Kabhie",167,Drama,7.4
"Kabli Khan",133,Action,4.8
"Kabuliwala",85,Drama,7.8
"Kabzaa",153,Action,5.9
"Kachche Dhaage",154,Action,6
"Kadhal Mannan",125,Drama,7.1
"Kadvi Hawa",85,Drama,8.1
"Kahan Hai Kanoon",141,Action,6.9
"Kahani Kismat Ki",141,Action,6
"Kahin Din Kahin Raat",175,Action,5.6
"Kahin Hai Mera Pyar",128,Drama,5.7
"Kaho Naa... Pyaar Hai",182,Action,6.9
"Kai Kodukkam Kai",141,Action,6.3
"Kai Po Che",110,Drama,7.8
"Kairee",83,Drama,5.4
"Kajri",74,Drama,6
"Kal Hamara Hai",117,Drama,6.7
"Kal Ki Awaz",172,Action,6.2
"Kala Aadmi",150,Action,6
"Kala Bazaar",170,Action,5.5
"Kala Dhanda Goray Log",148,Drama,5.7
"Kala Pani",136,Action,5.6
"Kalabaaz",155,Action,6.4
"Kalank",156,Drama,3.6
"Kali Ghata",135,Drama,6.3
"Kali Salwaar",102,Drama,6.2
"Kalichaat",60,Drama,8
"Kalicharan",153,Action,6.7
"Kalsandhya",114,Drama,7.2
"Kalyug",142,Drama,7.8
"Kalyug",136,Action,6.5
"Kamasutra 3D",100,Drama,6.5
"Kambakkht Ishq",152,Action,3.9
"Kaminey",140,Action,7.4
"Kamla",110,Drama,7.1
"Kamla Ki Maut",85,Drama,7.2
"Kamsin: The Untouched",78,Drama,5.1
"Kanave Kalaiyadhe",167,Action,6
"Kandy Twist",103,Drama,8.2
"Kaneez",130,Drama,6.2
"Kangan",129,Drama,6.6
"Kanmani",127,Drama,3.7
"Kanoon",140,Drama,7.9
"Kanoon",114,Action,3.1
"Kanoon Apna Apna",172,Action,5.6
"Kanpuriye",93,Drama,6.3
"Kanwarlal",160,Action,4.6
"Kanyadaan",139,Drama,7.3
"Kanyadaan",104,Drama,6.9
"Kaphal: Wild Berries",100,Action,8.2
"Karam",127,Action,5.5
"Karan Arjun",185,Action,6.8
"Karate",137,Action,6.2
"Kareeb",135,Drama,6.5
"Karim Mohammed",89,Drama,4.8
"Karishma Kudrat Kaa",195,Action,6.1
"Karle Pyaar Karle",120,Action,2.7
"Karm",146,Drama,6.7
"Karma",203,Action,7.4
"Karma, Confessions and Holi",100,Drama,2.9
"Karmyudh",140,Action,4.4
"Kartavya",178,Action,7
"Kartoos",134,Action,5.1
"Kartooz",107,Action,3
"Karz",169,Action,7.5
"Karz: The Burden of Truth",183,Action,3.9
"Karzzzz",152,Action,2.1
"Kasaai",86,Drama,6.6
"Kasak",140,Drama,5.1
"Kasak",97,Drama,4.5
"Kasam",167,Action,5.1
"Kasam Paida Karne Wale Ki",155,Action,5.7
"Kasam Teri Kasam",146,Drama,4.3
"Kasauti",121,Drama,5.9
"Kashmakash",144,Action,5.4
"Kashmir Daily",138,Drama,6.7
"Kasoor",141,Drama,6
"Kath Putli",142,Drama,6.9
"Kathor",100,Drama,5.6
"Katilon Ke Kaatil",209,Action,6.4
"Kaun Kare Kurbanie",164,Action,3.2
"Kaun Rokega Mujhe",133,Action,3.8
"Kaun Sachcha Kaun Jhootha",120,Drama,5.5
"Kavi Kalidas",129,Drama,7.1
"Kayda Kanoon",160,Action,5
"Kedarnath",106,Drama,6.9
"Keemat",142,Action,6.8
"Keemat: They Are Back",172,Action,5.7
"Kerry on Kutton",115,Drama,5.7
"Kesari",160,Action,7.4
"Khaan Dost",167,Action,5.6
"Khakee",184,Action,7.4
"Khal Nayak",200,Action,7.2
"Khalifa",150,Action,5.7
"Khalnayak",84,Action,6.3
"Khamiyaza: Journey of a Common Man",140,Action,4.6
"Khamosh Adalat Jaari Hai",90,Drama,7.7
"Khamoshi",117,Drama,7.7
"Khamoshiyan",112,Drama,4
"Khandaan",161,Drama,6.2
"Khandan",148,Drama,6.9
"Khargosh",84,Drama,7.7
"Khatron Ke Khiladi",166,Action,4.8
"Khejdi",82,Drama,8.1
"Khel",184,Action,4
"Khel Khilari Ka",100,Action,6.2
"Khel Toh Ab Shuru Hoga",140,Action,5.2
"Khelein Hum Jee Jaan Sey",178,Action,5.8
"Khiladi",167,Action,7.2
"Khiladi 420",167,Action,5.2
"Khiladi 786",151,Action,4.3
"Khiladiyon Ka Khiladi",172,Action,6
"Khilona",150,Drama,7.2
"Khoobsurat",163,Action,5.3
"Khoon Aur Paani",151,Action,5.7
"Khoon Bhari Maang",162,Drama,6.6
"Khoon Ka Karz",161,Action,4.8
"Khoon Ka Rishta",127,Action,4.1
"Khoon Ki Keemat",136,Action,6.1
"Khoon Pasina",220,Action,6.2
"Khota Paisa",135,Drama,4.7
"Khote Sikkay",142,Action,6.2
"Khoya",72,Drama,7.5
"Khoya Khoya Chand",121,Drama,6.3
"Khuda Gawah",203,Action,6.5
"Khuda Haafiz",143,Action,7.4
"Khuda Hafiz",81,Drama,8.1
"Khudgarz",148,Drama,5.8
"Khule-Aam",165,Action,5.8
"Khushboo",122,Drama,7.1
"Khushi",171,Action,4.4
"Khwaab",110,Drama,4.6
"Khwab Sare Jhootey",90,Drama,7.8
"Khwahish",142,Drama,4.1
"Kick",156,Action,5.3
"Kidnap",145,Action,4.6
"Killer",170,Action,6.3
"Kinara",129,Drama,6.7
"Kinare Kinare",101,Drama,7.1
"King",167,Action,6.1
"King Kong",152,Action,6.3
"Kirket",122,Drama,7.5
"Kis Kiss Ka Kissa",74,Drama,5.6
"Kisaan",110,Action,5.3
"Kisan Aur Bhagwan",152,Action,6.1
"Kisan Kanya",127,Drama,6.3
"Kishen Kanhaiya",170,Action,5.9
"Kismet Ka Khel",147,Action,6.1
"Kisna: The Warrior Poet",161,Drama,4.5
"Kissaa Kursee Kaa",132,Drama,7.1
"Kisse Pyaar Karoon?",133,Action,3.3
"Kissebaaz",132,Action,4.6
"Kites",133,Action,6.1
